"wd24cd","mean","post_sd","mcse","rel_mcse","has_microdata"
"E05009317",5.22205515483958,0.386452781383893,0.0052978216242611,0.0137088458913131,TRUE
"E05009318",5.64870529631321,0.434408212425328,0.00641444109690977,0.0147659296335526,TRUE
"E05009319",5.1885658936529,0.43040936592954,0.00588074040222052,0.0136631329792745,TRUE
"E05009320",4.99359565153922,0.485474705755362,0.00729431742374139,0.0150251235280981,TRUE
"E05009321",4.95765857477029,0.3500048667862,0.00472932594462995,0.0135121719536513,TRUE
"E05009322",5.26989886261269,0.43374975348303,0.00636461529554067,0.0146734729978116,TRUE
"E05009323",5.29864340239978,0.453936585150059,0.00633218630723396,0.0139494954017437,TRUE
"E05009324",5.90678516142511,0.497570431572431,0.00787828668578156,0.0158335105663021,TRUE
"E05009325",5.29469212691246,0.376672837517829,0.00523258271371354,0.0138915849313554,TRUE
"E05009326",5.62029491875057,0.561258997587841,0.00776284146923225,0.0138311216436531,TRUE
"E05009327",5.06627694553724,0.2903101588711,0.00423285282733741,0.0145804502460309,TRUE
"E05009328",5.3809738771006,0.485977486784517,0.00678352023325088,0.013958507168993,TRUE
"E05009329",5.07810149834674,0.371454584760735,0.00521638430056942,0.0140431280554242,TRUE
"E05009330",5.5116344505561,0.431291429078717,0.00564694506440999,0.0130931075455694,TRUE
"E05009331",5.22563991025874,0.401521394865515,0.00626158419760616,0.0155946464563947,TRUE
"E05009332",4.36719174289624,0.379917883754987,0.00567072203086157,0.0149261781909658,TRUE
"E05009333",5.20869362673636,0.361204973903693,0.00535620263250991,0.0148287067440495,TRUE
"E05009334",5.007362255519,0.417265299321047,0.00622550044988465,0.0149197655784329,TRUE
"E05009335",5.56379891560605,0.498470685476987,0.00707506854764033,0.0141935498992688,TRUE
"E05009336",5.64220521764026,0.48646669610419,0.00697714255273831,0.0143424875918823,TRUE
"E05009367",4.82781743949668,0.441853692456141,0.00678463159309919,0.0153549279069851,TRUE
"E05009368",5.13152273034362,0.494485101478834,0.00697923203878357,0.0141141401791704,TRUE
"E05009369",5.86493054876696,0.441239911698978,0.00620797083709743,0.014069377389715,TRUE
"E05009370",5.80551761023052,0.54674120899366,0.00763134477231094,0.0139578737559536,TRUE
"E05009371",5.65701883409089,0.5278385465081,0.00717709214169168,0.0135971353156595,TRUE
"E05009372",5.76374401251313,0.49850054163204,0.00746695540668313,0.0149788310805783,TRUE
"E05009373",5.53555898718358,0.539252265390643,0.00872257845957133,0.0161753209386196,FALSE
"E05009374",5.47378863208878,0.474866412518517,0.0067929583829659,0.0143049881058939,TRUE
"E05009375",5.54231383685451,0.446934835772984,0.00667417520285498,0.0149332177056904,TRUE
"E05009376",5.52822439572873,0.487717979272851,0.00693723298454085,0.0142238614924217,TRUE
"E05009377",6.07547133456591,0.448577593952985,0.00655628717450332,0.0146157259365711,TRUE
"E05009378",5.64944560276156,0.510039933704043,0.00693139819371455,0.0135899127414925,TRUE
"E05009379",5.2261731292418,0.443138399840105,0.00570200121654084,0.0128673146326255,TRUE
"E05009380",5.56537816066952,0.422499224082961,0.00618598152075478,0.0146414032692759,TRUE
"E05009381",5.47124553876114,0.486164723841984,0.00662770641943433,0.0136326353896226,TRUE
"E05009382",5.41412719663526,0.544716749745638,0.00779024048407961,0.0143014520624111,TRUE
"E05009383",5.56099127797496,0.453311006042139,0.00633865060144264,0.0139830061855004,TRUE
"E05009384",5.59090781757851,0.486325475517921,0.00657083386846818,0.0135111858194771,TRUE
"E05009385",5.47161845839291,0.440844723051887,0.00622367362765711,0.0141176094489047,TRUE
"E05009386",5.45682542884879,0.487544352487946,0.00638381402716586,0.013093811864683,TRUE
"E05009387",5.49932341276514,0.5607948191116,0.00880717855424692,0.015704814406451,FALSE
"E05009388",5.58058612147798,0.568394457164753,0.00903427121790698,0.0158943689616036,FALSE
"E05009389",5.91514572143974,0.553625266954036,0.00754469142325283,0.0136277945996985,TRUE
"E05009390",5.58924313668859,0.576438809133691,0.00905779737725537,0.0157133718856786,FALSE
"E05009391",5.47447742415781,0.556523047757958,0.00858293557105946,0.0154224260893366,FALSE
"E05009392",5.38279635907876,0.498617810916143,0.00682112077151185,0.0136800583977916,TRUE
"E05009393",5.59072071893518,0.557492055070717,0.00857344511937943,0.0153785960560315,FALSE
"E05009394",5.20481770517601,0.501846509312577,0.00711431393912786,0.0141762746320044,TRUE
"E05009395",5.60989788891149,0.511569601659426,0.00696052400353927,0.013606211121538,TRUE
"E05009396",4.94207231009835,0.528303657896375,0.00809062603629673,0.0153143479424549,TRUE
"E05009397",5.53651955205352,0.565897832152338,0.00884355887768374,0.0156274832226307,FALSE
"E05009398",5.55914357602303,0.57121678835639,0.00883652233824478,0.0154696474584909,FALSE
"E05009399",5.72086155577607,0.534850753483328,0.00722814688663232,0.0135143249580514,TRUE
"E05009400",5.60360119715012,0.582287698057644,0.00907035848857683,0.0155771082213021,FALSE
"E05009401",5.56116232435532,0.546785707356427,0.00787923089199409,0.0144100893384507,TRUE
"E05009402",5.56226283303457,0.561411704925605,0.00882688607315594,0.0157226612764079,FALSE
"E05009403",5.53468435904119,0.564419617490884,0.00939949356181618,0.0166533785689474,FALSE
"E05009404",5.50688178457867,0.573015834403663,0.00904065674548885,0.015777324469397,FALSE
"E05009405",5.65127720648316,0.563026669084006,0.00794265218642762,0.0141070621030254,TRUE
"E05011095",5.64942847054351,0.561676292225378,0.00884428170810584,0.0157462257719024,FALSE
"E05011096",6.24300191668995,0.413744294480729,0.00601988064548832,0.0145497611104066,TRUE
"E05011097",5.47012478611779,0.528344543023145,0.00723615458744644,0.0136959010611556,TRUE
"E05011098",5.58227345023727,0.517299426412332,0.00740605889848773,0.0143167738457619,TRUE
"E05011099",5.57903586399921,0.517807788050056,0.00738917634148278,0.0142701143397412,TRUE
"E05011100",5.97031542162176,0.485595592789201,0.0066026560487809,0.0135970263050701,TRUE
"E05011101",6.17542895526603,0.45619194255007,0.00639721537356794,0.014023078395046,TRUE
"E05011102",5.33074721571167,0.484487247339917,0.00693444182376146,0.0143129501588228,TRUE
"E05011103",5.68953758463669,0.540223631114496,0.008679032285316,0.0160656287238137,TRUE
"E05011104",6.1694696228922,0.488431323089494,0.0071656369376269,0.0146707154084669,TRUE
"E05011105",5.66508597763202,0.503517583753733,0.00703298088466029,0.013967696683459,TRUE
"E05011106",6.18307101838036,0.492161321082565,0.00647420538759465,0.0131546407859803,TRUE
"E05011107",6.13643090382985,0.523699930269394,0.007657625545192,0.0146221626213562,TRUE
"E05011108",5.6270342057375,0.466075159313783,0.00630738792982728,0.0135329845493457,TRUE
"E05011109",5.31555568795431,0.455557536282963,0.00675419904672381,0.0148262261268542,TRUE
"E05011110",5.28341789144759,0.523601755787958,0.00743773724807936,0.0142049509304767,TRUE
"E05011111",5.65078638558428,0.520067516879537,0.00722067037845405,0.0138841018600409,TRUE
"E05011112",5.71333700104605,0.483581059686829,0.00687337358373903,0.0142134879893565,TRUE
"E05011113",5.43014698377051,0.523952417444258,0.00741111425828141,0.014144632244339,TRUE
"E05011114",5.64714450489374,0.553995268195031,0.00884827020570196,0.0159717432867802,FALSE
"E05011115",5.43467466306475,0.481417960140526,0.00680925832654105,0.0141441717806985,TRUE
"E05011116",5.66826093675184,0.509168840358466,0.00735726429232877,0.0144495572178947,TRUE
"E05011117",5.81939761840882,0.525380244267584,0.00736684103249053,0.0140219224321242,TRUE
"E05011217",5.68229351871878,0.564438410180737,0.00974573892634277,0.0172662574880794,FALSE
"E05011218",5.77569809550894,0.434069859203523,0.00621424340229149,0.01431622876026,TRUE
"E05011219",5.91604599661791,0.518295126073224,0.00748341676490035,0.0144385242855691,TRUE
"E05011220",5.63419754672798,0.474680182091755,0.0066973804762483,0.0141092481399481,TRUE
"E05011221",6.09213608073584,0.440351410464018,0.00565549960207686,0.0128431508737928,TRUE
"E05011222",5.33637676713537,0.467944188844996,0.00707816330819182,0.0151260844282787,TRUE
"E05011223",6.19921920103023,0.398743911544463,0.00581246442211699,0.0145769358574115,TRUE
"E05011224",5.91002318867378,0.511916273316308,0.00706904885856172,0.0138089942184624,TRUE
"E05011225",5.63016146624756,0.519747958167075,0.00752050896875646,0.0144695305687742,TRUE
"E05011226",5.93508775328043,0.423324434536566,0.00590744901541627,0.0139548973162474,TRUE
"E05011227",5.37858554396494,0.497596893167218,0.00732399531004338,0.0147187319909213,TRUE
"E05011228",5.4504349416688,0.5516238107997,0.00862817243637294,0.0156414068201017,TRUE
"E05011229",5.83519262609715,0.456663615497822,0.00626527697801331,0.0137196762899172,TRUE
"E05011230",5.42292777510166,0.471450080470857,0.00674977927783904,0.0143170604003244,TRUE
