"wd24cd","mean","post_sd","mcse","rel_mcse","has_microdata"
"E05009317",4.70805767836837,0.40456761886291,0.00564819087677159,0.0139610552437354,TRUE
"E05009318",5.2351226486591,0.464615797606612,0.00704272936610649,0.0151581788703395,TRUE
"E05009319",4.99121215423947,0.44583082008178,0.00642862628784232,0.0144194299682177,TRUE
"E05009320",4.6247080075965,0.521941683577272,0.00734699666019891,0.0140762788092421,TRUE
"E05009321",4.59104084485242,0.371353896050758,0.00530893321252737,0.0142961559552393,TRUE
"E05009322",4.9537313771275,0.468425947048006,0.00687428368831828,0.0146752837489888,TRUE
"E05009323",4.70340525993404,0.488501094313479,0.00708106784095816,0.014495500467424,TRUE
"E05009324",5.28987564043396,0.536280764692073,0.00790803967091248,0.0147460811417564,TRUE
"E05009325",5.11788625114245,0.40575608229323,0.00570621552072799,0.0140631669363474,TRUE
"E05009326",5.18473203336647,0.565839407407826,0.00836773499665168,0.0147881799802266,TRUE
"E05009327",5.20688902810958,0.314684758519801,0.00473097432289934,0.0150340116412141,TRUE
"E05009328",4.74821715335308,0.511652041786152,0.00726533272852707,0.0141997532212793,TRUE
"E05009329",4.50149366307532,0.39694605438533,0.00578425271142714,0.0145718861480663,TRUE
"E05009330",5.35385157143461,0.499670792492868,0.00772485375379228,0.015459886528994,TRUE
"E05009331",5.05213765011804,0.423008123740465,0.00607553437617986,0.0143626895920029,TRUE
"E05009332",4.18817560527219,0.398504976921806,0.00604551829382376,0.0151704963398989,TRUE
"E05009333",4.98930915143201,0.39378389982959,0.0059973206262873,0.0152299792573608,TRUE
"E05009334",5.14700313407188,0.457382357202401,0.00640958922940582,0.0140136346067442,TRUE
"E05009335",4.96430854476002,0.522087779580652,0.00747592218209528,0.014319282071877,TRUE
"E05009336",4.77814798991066,0.506720246100104,0.0074487533683418,0.0146999324097863,TRUE
"E05009367",5.7900048996859,0.466141667456881,0.00651051406693732,0.0139668142143495,TRUE
"E05009368",5.39272216187226,0.532595250405627,0.00741888448620938,0.0139296857802602,TRUE
"E05009369",5.52881795472578,0.476045659812527,0.00650436548737806,0.0136633227366038,TRUE
"E05009370",5.43157682606682,0.590302819218966,0.00845609695727865,0.0143250153683274,TRUE
"E05009371",5.39995018764197,0.559659881461614,0.00863364276778125,0.0154265886367154,TRUE
"E05009372",5.51054677797747,0.54173363993003,0.00763953402103756,0.0141020115014904,TRUE
"E05009373",5.45261556705495,0.595604536261912,0.00943957475948196,0.0158487287869329,FALSE
"E05009374",5.41357214107203,0.538485079314168,0.00775670437694438,0.0144046783744195,TRUE
"E05009375",5.58439697029913,0.46342785939417,0.00648570919029496,0.0139950783251866,TRUE
"E05009376",6.14062676799165,0.531641643310552,0.00810781533191852,0.0152505271811118,TRUE
"E05009377",5.72402809507346,0.476251365330557,0.00680703717870437,0.0142929504758054,TRUE
"E05009378",5.69365793379223,0.565113188953673,0.00791404485556607,0.0140043534822098,TRUE
"E05009379",4.89310585579854,0.506142239346379,0.00734510853193374,0.0145119453800557,TRUE
"E05009380",5.11138035617359,0.46231793031589,0.00656616032545897,0.0142026944985077,TRUE
"E05009381",5.57985328984661,0.526255388933192,0.00770511190990027,0.0146413928900943,TRUE
"E05009382",5.34779633378752,0.593467957198529,0.00812493849529631,0.0136906102456654,TRUE
"E05009383",5.17214004889434,0.504786590021986,0.00731203263594378,0.0144853939872398,TRUE
"E05009384",5.29020816169153,0.528333399051386,0.00740413306916384,0.0140141302489259,TRUE
"E05009385",5.84547528398879,0.471707011844769,0.00719589028738509,0.0152549996219966,TRUE
"E05009386",5.67949965416026,0.537905928782119,0.0072253676266411,0.0134324000536677,TRUE
"E05009387",5.41116049443814,0.611512788570652,0.00964691859969677,0.0157754977164835,FALSE
"E05009388",5.3470522378568,0.621855752052136,0.0101998038995166,0.0164022023851304,FALSE
"E05009389",5.37461793269971,0.605625886147342,0.00900715555673168,0.014872474513978,TRUE
"E05009390",5.36457342698664,0.63205585093626,0.0102597702083918,0.0162323791373723,FALSE
"E05009391",5.25372033419524,0.626970235255251,0.00986414381019178,0.0157330336521891,FALSE
"E05009392",5.3260672717529,0.549601192094658,0.00782507781047256,0.0142377380599365,TRUE
"E05009393",5.3154869758228,0.621617215130237,0.00966153695478256,0.015542582669237,FALSE
