"wd24cd","mean","post_sd","mcse","rel_mcse","has_microdata"
"E05009317",5.73418451905463,0.340787907787791,0.00488643634555304,0.0143386435782687,TRUE
"E05009318",5.99905430473932,0.396268802455645,0.00587169467544245,0.0148174538067494,TRUE
"E05009319",5.08231232426663,0.39803897905054,0.00553610468185414,0.0139084486023446,TRUE
"E05009320",5.71968041394495,0.469785140325374,0.00666859201047426,0.0141949828507892,TRUE
"E05009321",5.075657089942,0.313290961452704,0.00432751706652329,0.0138130926167067,TRUE
"E05009322",5.25337956645373,0.40661860363289,0.00593973918447477,0.0146076424723483,TRUE
"E05009323",5.48205661449242,0.425196274689498,0.00625459921650519,0.0147099106667213,TRUE
"E05009324",6.13072827126285,0.451864938567993,0.00722880486634735,0.0159977113720223,TRUE
"E05009325",4.86522693895412,0.346296525500738,0.00522523360979876,0.0150888999023111,TRUE
"E05009326",5.84405730959377,0.532379400721812,0.00776789808263566,0.0145909065454144,TRUE
"E05009327",5.18846604696046,0.255028591343324,0.00343291598571358,0.0134609063541904,TRUE
"E05009328",5.41555997943759,0.451302918466326,0.00657057376848994,0.014559120935488,TRUE
"E05009329",5.13140669942932,0.324351945344086,0.0043525298557627,0.0134191575485862,TRUE
"E05009330",5.60584710782261,0.402341669835443,0.00542213361574424,0.0134764406032363,TRUE
"E05009331",5.41325142325784,0.368570253474487,0.00520722429681863,0.0141281729812172,TRUE
"E05009332",5.32514210803718,0.344599379309163,0.00515693682320112,0.0149650206379928,TRUE
"E05009333",5.94575420317745,0.319155509855828,0.00462438677386243,0.0144894467776897,TRUE
"E05009334",5.30809766395137,0.394632683583704,0.00548009730818709,0.0138865774076838,TRUE
"E05009335",5.44507046427229,0.463253266181203,0.0066839574333852,0.0144283007187061,TRUE
"E05009336",5.61031952021729,0.446106633572382,0.00608072611758725,0.0136306561256293,TRUE
"E05009367",5.83380209579799,0.394424850059141,0.0054937900852312,0.0139286104422869,TRUE
"E05009368",5.59830143327561,0.465303062120193,0.006895981468156,0.0148204085241431,TRUE
"E05009369",5.39277102071161,0.418249674476287,0.006069201681665,0.0145109537485345,TRUE
"E05009370",5.69791418131816,0.529353435946559,0.00748802810018708,0.0141456115927488,TRUE
"E05009371",5.76622855355759,0.494878086932581,0.00714434602158823,0.0144365778365158,TRUE
"E05009372",5.23360621649923,0.463801356758336,0.00675557995812783,0.0145656752825064,TRUE
"E05009373",5.73059193887835,0.544301695957168,0.00881087524421955,0.0161874844588265,FALSE
"E05009374",5.92664695320719,0.456174802198842,0.00695370928995682,0.0152435190554996,TRUE
"E05009375",5.77132181424285,0.415597727493359,0.00575789459914514,0.0138544900952019,TRUE
"E05009376",5.81079671263269,0.442945261504606,0.00631910342557983,0.0142661045839275,TRUE
"E05009377",5.28880126017466,0.427820784476866,0.00574969511649214,0.0134394945853853,TRUE
"E05009378",5.91491887100643,0.510189211290163,0.00754667902848054,0.014791922019277,TRUE
"E05009379",5.74157762122665,0.430827320564715,0.00585877761797127,0.0135988999265222,TRUE
"E05009380",6.12761196845119,0.401189941161534,0.00574168563063574,0.0143116390555862,TRUE
"E05009381",5.68484961963305,0.465535392973958,0.00629998584997974,0.0135327752627654,TRUE
"E05009382",5.60398244385139,0.525667301353209,0.00750323472644162,0.0142737330382283,TRUE
"E05009383",5.70855848198871,0.440276675228627,0.00623416611977634,0.0141596556677436,TRUE
"E05009384",5.63660084133139,0.476646966567915,0.00694407795528814,0.0145685978142037,TRUE
"E05009385",6.11618070901791,0.418534792404577,0.00585772455630347,0.0139957887912962,TRUE
"E05009386",6.04591172811551,0.445811290564672,0.00639119075506353,0.014336089933856,TRUE
"E05009387",5.70951441765293,0.561811951877702,0.00883448382297241,0.0157249837662684,FALSE
"E05009388",6.05347293852409,0.583549873322189,0.00980744575928798,0.0168065253848031,FALSE
"E05009389",6.39771246469029,0.542344227171044,0.00798672757834345,0.0147263069803537,TRUE
"E05009390",6.05116258246626,0.600226597819287,0.00956940177060241,0.0159429818761273,FALSE
"E05009391",6.01373955834192,0.579863145712015,0.00920699804661158,0.0158778810391654,FALSE
"E05009392",6.12031592196688,0.506807583878219,0.00738864874757064,0.0145788046244905,TRUE
"E05009393",6.04458753851996,0.582454988450771,0.00913082062855432,0.0156764399131351,FALSE
"E05009394",6.28295018381999,0.497525652273355,0.00700396524718102,0.0140775962308228,TRUE
"E05009395",6.18657313537473,0.518954514629575,0.00750509532971272,0.0144619520943368,TRUE
"E05009396",6.10926917634902,0.524817834881765,0.00767933413015949,0.0146323802656012,TRUE
"E05009397",6.01751131083433,0.586322052253454,0.00921109839171299,0.0157099640996127,FALSE
"E05009398",6.04106163222,0.59307730055603,0.00946228039347579,0.0159545482260147,FALSE
"E05009399",5.76762706784108,0.513347493918846,0.00752049856194774,0.0146499177477949,TRUE
"E05009400",6.07186037361391,0.598890297156601,0.00972496619756883,0.0162383098269263,FALSE
"E05009401",6.05054979423014,0.577553976434611,0.00823495286925041,0.01425832598381,TRUE
"E05009402",6.0213607455511,0.581298882718292,0.00948032675340424,0.016308868011361,FALSE
"E05009403",6.0485675778711,0.595218958452496,0.0102384268933299,0.0172011101930434,FALSE
"E05009404",6.01520010383244,0.588570869455814,0.0102054995112682,0.0173394573888852,FALSE
"E05009405",6.20477664242087,0.571350354898295,0.00889193106119604,0.015563009605164,TRUE
"E05011095",5.95519139203918,0.562133558654635,0.00882566971876712,0.0157003074854484,FALSE
"E05011096",6.54219489309904,0.38572015621195,0.0055543106347304,0.0143998454456665,TRUE
"E05011097",5.8422892804608,0.514017147251275,0.00787974392798928,0.0153297296989536,TRUE
"E05011098",6.02472344673266,0.48437604067007,0.006740671011973,0.0139161941260517,TRUE
"E05011099",6.10832115105617,0.506515154855359,0.00765209869493557,0.015107344018405,TRUE
"E05011100",5.8628685716389,0.45983277152416,0.00654252673691824,0.0142280566807633,TRUE
"E05011101",5.67296121985302,0.424251439804122,0.00597269426939658,0.0140781944597623,TRUE
"E05011102",5.89353717024192,0.457451134197402,0.00682993447741541,0.0149304132547371,TRUE
"E05011103",6.23260864984245,0.531364283728105,0.00762886058910214,0.0143571196309569,TRUE
"E05011104",6.34764980978198,0.452535585562304,0.00639897323444233,0.0141402652931508,TRUE
"E05011105",6.40248082463297,0.486695266221204,0.00699546430255222,0.0143733970475332,TRUE
"E05011106",5.89360131014058,0.47711711354952,0.00683807833314982,0.0143320751634286,TRUE
"E05011107",6.17903593519563,0.487685699246137,0.00706782150872486,0.0144925748687121,TRUE
"E05011108",6.22611279548582,0.443262952400681,0.00637366473639882,0.0143789700941157,TRUE
"E05011109",5.06435081272466,0.455150393688908,0.00655387256547914,0.0143993560290286,TRUE
"E05011110",5.91887981526426,0.49191498932387,0.0068089694441192,0.0138417604502722,TRUE
"E05011111",6.08397517844927,0.534012136026607,0.00763875968039286,0.0143044683164509,TRUE
"E05011112",6.48193953485867,0.475216714190281,0.00710819517754898,0.0149577970750894,TRUE
"E05011113",6.36900029397117,0.497277962141493,0.00707655835638083,0.0142305891174146,TRUE
"E05011114",5.96501778763657,0.547750932023487,0.00880444556478235,0.0160738121106562,FALSE
"E05011115",5.41899217525811,0.477922059432754,0.00710991096013404,0.0148767164432058,TRUE
"E05011116",5.88529170851172,0.514762790983511,0.0072293238985256,0.0140439907956695,TRUE
"E05011117",6.08763856715226,0.502649807906787,0.00701460851297901,0.0139552595119659,TRUE
"E05011217",5.86720837139535,0.565305045373141,0.00973926294381558,0.0172283318953698,FALSE
"E05011218",6.09099620820126,0.408675134383024,0.00555402681773351,0.0135903223623292,TRUE
"E05011219",5.76739916765287,0.496736364968272,0.00761877520412623,0.0153376634799284,TRUE
"E05011220",5.74766794523822,0.447129949983378,0.00616693507142725,0.0137922656973806,TRUE
"E05011221",5.67121923555929,0.408176071560367,0.00586072978523275,0.0143583374763456,TRUE
"E05011222",5.56190524664007,0.415856596272224,0.00618449224944075,0.0148716944852603,TRUE
"E05011223",5.78716423750539,0.3784653207357,0.0054786202506597,0.0144758844483024,TRUE
"E05011224",6.06763729927966,0.498332978853945,0.0070961835407033,0.0142398433212727,TRUE
"E05011225",5.81605352970221,0.503473106915586,0.00723653612039019,0.0143732326930493,TRUE
"E05011226",5.74410360415505,0.398057787981738,0.00539003016730816,0.0135408232926106,TRUE
"E05011227",5.80337848828347,0.473950931487932,0.00674035941830498,0.0142216397742782,TRUE
"E05011228",5.83003854285779,0.533300666175501,0.008901431365921,0.0166912061628509,TRUE
"E05011229",5.79950056743646,0.429521111979304,0.00610457757712206,0.0142125204253434,TRUE
"E05011230",5.70820591983719,0.454286955984769,0.00630609427227791,0.0138813016513055,TRUE
"E05011231",6.43440086713918,0.352721315819045,0.00481651320735148,0.0136552938292578,TRUE
"E05011232",5.99836071248146,0.49610549270854,0.00685908265553762,0.0138258550980553,TRUE
"E05011233",6.0843394165599,0.476307620433773,0.00664245594084165,0.0139457267863831,TRUE
"E05011234",5.79566851739756,0.410285590322071,0.00588854769006381,0.014352314165948,TRUE
"E05011235",5.94798926575251,0.410851565976503,0.00594182853054437,0.0144622268054935,TRUE
"E05011236",5.45385580671369,0.53037301669314,0.0074619736831596,0.0140692935882839,TRUE
"E05011237",5.84611410274177,0.425951901003007,0.00588679272602824,0.0138203226987985,TRUE
"E05011238",5.75187447348684,0.563361984605336,0.00899134895680261,0.0159601627417255,FALSE
"E05011239",5.49421166908165,0.518264784891911,0.00737590082538231,0.0142319158862407,TRUE
"E05011240",5.39228243788084,0.492841546229394,0.00698641383364061,0.0141757810133742,TRUE
"E05011241",5.94119887363747,0.45651313366881,0.00668478904074145,0.0146431472562871,TRUE
"E05011242",5.77190254779699,0.370071942855512,0.00505314302083387,0.0136544883187937,TRUE
"E05011243",5.55089642271433,0.487081804926347,0.00690043908916825,0.0141668997268573,TRUE
